green_6to8,green_9to16,green_17to19,green_20to5,LocationID
0,0,0,1.666666667,58
0,0.142857143,0.666666667,3,59
3,1.428571429,3,17.66666667,60
96.33333333,86.85714286,117.6666667,1007.333333,61
20.33333333,17.42857143,24.33333333,173.3333333,62
3.333333333,6.428571429,9,30,63
1,1.571428571,2.333333333,3.666666667,64
712.3333333,612.4285714,681.3333333,1610.666667,65
295.6666667,174.4285714,223,403.6666667,66
3.333333333,2.571428571,4.666666667,18,67
8369.333333,13115.57143,14999.66667,33257.33333,68
23.66666667,12.71428571,19.33333333,84.33333333,69
81.66666667,80.71428571,91.66666667,274.3333333,70
9.333333333,12.28571429,10,49,71
9.333333333,12.14285714,7.333333333,67.33333333,72
1.333333333,1.857142857,0.666666667,6.333333333,73
2218,1492.714286,1738,3262,74
4041.333333,3844.571429,3529.666667,5105.666667,75
13.66666667,26,21.33333333,87,76
4.333333333,7.428571429,3.333333333,45.33333333,77
8,3.142857143,4.333333333,30,78
7813.666667,11851.85714,15637.33333,69270.33333,79
115.3333333,102.4285714,225.6666667,2469.666667,80
1.333333333,1.142857143,0.666666667,5.666666667,81
249,118.5714286,76,710.6666667,82
130,60.42857143,53.33333333,307.3333333,83
0,0.142857143,0,1,84
16,11.28571429,9.333333333,87.66666667,85
1,0.428571429,1,3.333333333,86
2873.666667,4141.857143,5281.666667,8588.333333,87
868.6666667,2103.714286,2739.333333,4263.666667,88
89,62.85714286,49.66666667,274.3333333,89
6674.666667,11790,13137.33333,24461.66667,90
11,12.57142857,9,41,91
18,28.14285714,19,70,92
28.66666667,42.14285714,42.66666667,91.33333333,93
3.333333333,2.142857143,1.666666667,14.66666667,94
171.3333333,69.28571429,48.66666667,301.6666667,95
2.333333333,1.285714286,1.666666667,5.333333333,96
364,319.7142857,464,1933.666667,97
3.666666667,4.285714286,4.333333333,6.666666667,98
0,0.142857143,0,0,99
8790,11448.28571,11782.66667,20349.33333,100
2,2.142857143,1.666666667,1,101
4.666666667,4.571428571,5.333333333,22,102
0,0,0,0,103
0,0,0,0,104
1.333333333,0.428571429,1.666666667,1,105
57.33333333,53.85714286,101,491,106
10678.66667,13767.85714,16489.66667,33981.33333,107
1.333333333,2.571428571,6.333333333,16,108
0,0.142857143,0,0,109
0,0,0,0,110
0.666666667,0.285714286,2.333333333,5.333333333,111
164,155.1428571,291.3333333,1850.333333,112
5877.666667,10279.85714,11829.66667,21052,113
2623.333333,5593.714286,8210.666667,29398,114
3,2.142857143,0,1.666666667,115
754,409.4285714,445,1547.333333,116
0,1.571428571,4.666666667,10.33333333,117
0,0.285714286,0.666666667,1,118
17.66666667,11.57142857,7.333333333,60.33333333,119
1,2.571428571,2.333333333,10.66666667,120
7.333333333,6.571428571,1.333333333,11,121
33.33333333,37.85714286,9.333333333,11,122
10.66666667,8.285714286,3.666666667,19.66666667,123
3,6.285714286,7.333333333,8.333333333,124
1681,3460.714286,4147.666667,7083.666667,125
4,4,5.666666667,21.66666667,126
47,31.42857143,40,211,127
2.333333333,1.857142857,2.666666667,6.333333333,128
509.6666667,237.2857143,183.6666667,1242.666667,129
44.66666667,66.42857143,54.66666667,110.3333333,130
5.666666667,5.142857143,2,14,131
9110,12571.42857,15027,28944,132
66.33333333,38.57142857,32.33333333,110.3333333,133
31.33333333,27.71428571,18.33333333,67.33333333,134
22,15.28571429,6.333333333,25.66666667,135
8,4.428571429,3.666666667,33.66666667,136
6369.333333,7584,8558.333333,15477,137
4616.333333,16829.14286,17879.33333,25662,138
1.333333333,4,1.666666667,2.666666667,139
10321.33333,13033.42857,12283.33333,12352.66667,140
12268.33333,15533.71429,15928,23271.33333,141
8924,17550.28571,20495,31036.33333,142
5213.333333,8070.285714,7248.666667,7107.666667,143
1825,5436.142857,8117.666667,20411.66667,144
400.3333333,459.4285714,571.6666667,1902.666667,145
535.6666667,500.5714286,504.6666667,1471.666667,146
4.666666667,1.857142857,1.666666667,21,147
2359.666667,4005.714286,5576,39029,148
4.666666667,4.571428571,3,16,149
1.333333333,2.428571429,2.666666667,9.333333333,150
4273.333333,5908.428571,5837,6136.666667,151
495,463.7142857,567.3333333,1220.333333,152
6.666666667,3.285714286,6.666666667,15,153
1,2.714285714,1.333333333,5.333333333,154
4.333333333,3.571428571,4,10.33333333,155
0,0.428571429,0.333333333,0.333333333,156
23.33333333,25,20.33333333,92.66666667,157
3570,5929.285714,6660.666667,20103.66667,158
24.66666667,15.28571429,21.66666667,90.66666667,159
6.333333333,7.714285714,7.333333333,36.33333333,160
8311.333333,24329.71429,25926.66667,39991.66667,161
11380.33333,20266.85714,26539,36033,162
6384.666667,16882.42857,20900.66667,30484.33333,163
6601.333333,13881.85714,15355,33404.33333,164
16.66666667,11.42857143,5.333333333,35.66666667,165
2089.666667,2668.142857,3000.333333,4133.333333,166
17,7.714285714,7,44.66666667,167
99.66666667,78.85714286,116,327,168
10.33333333,7.142857143,6.666666667,50.33333333,169
12977.33333,20285.57143,20889,34366.66667,170
3.666666667,4.142857143,2.333333333,14.66666667,171
0,0,0.333333333,4.333333333,172
21.66666667,10,7.666666667,111,173
9.333333333,2.428571429,3,24,174
0.333333333,1.285714286,0.333333333,5,175
0.333333333,0.285714286,0,0,176
11.66666667,13.14285714,15.66666667,102,177
9,16.14285714,11,12.33333333,178
598.6666667,354.4285714,203,1018.666667,179
5.666666667,6.428571429,7,19.33333333,180
507.6666667,364.1428571,619.3333333,3420.333333,181
7.333333333,3.857142857,3.666666667,18.33333333,182
2.666666667,0,0,5,183
0.333333333,0.428571429,0.666666667,1.666666667,184
4.666666667,1.714285714,1.333333333,18.33333333,185
16256.33333,20598.85714,20834,33624.66667,186
0,0,0,0.666666667,187
81,61.71428571,59.33333333,359,188
97.33333333,104.1428571,151.6666667,950.3333333,189
21.66666667,26.42857143,19.66666667,80.66666667,190
7,6.857142857,3.333333333,8,191
6.333333333,7.857142857,3.666666667,24.33333333,192
341,236.4285714,148,435,193
17.66666667,25.42857143,35.66666667,49.33333333,194
48.66666667,61.57142857,40.66666667,81,195
85,38.14285714,23.33333333,154,196
19,21.14285714,34,69,197
16.33333333,10.71428571,17.66666667,152,198
0,0.571428571,5.666666667,1.333333333,199
4,2.714285714,3.333333333,14,200
0.333333333,0.285714286,0.666666667,1,201
24.33333333,25.57142857,46,100.3333333,202
3,3.285714286,2,7,203
0,0,0,0,204
2.666666667,3.714285714,1,7.666666667,205
0.333333333,0.142857143,0.333333333,2.333333333,206
38.33333333,18.85714286,4.333333333,17.33333333,207
1.333333333,2.857142857,2,13.33333333,208
510.6666667,1013,1014,1883.666667,209
1.333333333,6.428571429,1.666666667,11.33333333,210
1594,5140.714286,6299.333333,11354.33333,211
8,6.571428571,5.666666667,26.66666667,212
5.333333333,4.857142857,7.333333333,29.66666667,213
0,0.428571429,0.333333333,2.666666667,214
34.33333333,44.85714286,46.33333333,42.66666667,215
26.66666667,42.57142857,49.33333333,69.33333333,216
15.33333333,28,56.66666667,329,217
5,7.142857143,6,15,218
21.33333333,35,40,45.66666667,219
13.66666667,8,9.666666667,57.33333333,220
0.333333333,1,0.333333333,2,221
2,1.857142857,0.666666667,7,222
759,337.8571429,229.6666667,1054.333333,223
2030.666667,2199,1726,3048.666667,224
46.33333333,38,48.33333333,633.6666667,225
1663,842.2857143,565.3333333,2304,226
6.666666667,3.142857143,6.333333333,46.33333333,227
89.33333333,44.71428571,34.33333333,271,228
9122.333333,11058.42857,12742.33333,22838,229
8003.333333,18130,22663,49244,230
6926.333333,10881.14286,12327.66667,23816.33333,231
648,730.5714286,887.3333333,4276.333333,232
5733,7864.142857,10003.66667,13336.66667,233
8307.333333,19347,25330,42970.33333,234
11.66666667,7.142857143,6.333333333,52.66666667,235
17663,28325,25640.66667,20852.66667,236
15889.33333,28888.57143,28149.33333,25839,237
8742,13375,13233.33333,13514.33333,238
8357,17929.14286,18517,21937.66667,239
1.333333333,1.285714286,1.333333333,7.666666667,240
7.333333333,3.285714286,2.333333333,27,241
7.333333333,6.571428571,3,14,242
86.66666667,63.14285714,105.6666667,443.6666667,243
664.6666667,405.4285714,371,1222,244
0,0,0,1.333333333,245
4141.333333,9566,10010.66667,14741,246
104,73,76,179.6666667,247
3,1.285714286,2,17.66666667,248
6290,9690.571429,11571,39694.33333,249
9.333333333,5.285714286,12,21.66666667,250
0.333333333,0.142857143,0,0.666666667,251
3.333333333,5.571428571,3.666666667,13,252
0,1.285714286,1,2,253
3,1.142857143,0.333333333,13.66666667,254
172,255.2857143,579.6666667,4638,255
205.6666667,281.7142857,520,4462,256
41.33333333,15.85714286,26,100.6666667,257
16,9,5,34,258
9,8.285714286,5.333333333,13.66666667,259
691,255.2857143,172.6666667,935.3333333,260
1141.666667,3291.285714,2964.666667,4079,261
7867.333333,9127.571429,7963.333333,7435.666667,262
8635.333333,11293.85714,11813.66667,19465.66667,263
6108.333333,9241.285714,9957,18986.66667,264
165.6666667,269.5714286,297,1149.333333,265
